,Unnamed: 0,id,title,price,brand,style,heel_type,heel_height,width,shoe_width,material,occasion,country_region_of_manufacture,lining_material,upper_material,shoe_size,toe_shape,model,year_of_manufacture,size,colour,color,main_colour,lining,sole,vintage,closure,pattern,theme,fastening,platform_height,location,n_sold,n_watchers,free_shipping,longtime_member,same_day_shipping,fast_safe_shipping,returns,feedback,condition,seller_notes,category,new_brand,new_country
769,770,826,J. Crew Fabric Print Heels Strappy Shoes Women's Sz 7 Blue White Tan Gray,50.8515,J. Crew,Strappy,,,"Medium (B, M)",,,,,,,,,,,,,Multi-Color,,,,,,,,,,"Marietta, Georgia, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Gently used, worn only once!”",heels,J. Crew,Georgia
770,771,827,Steve Madden Luxe Size 9 M,24.4151,Steve Madden,"Pumps, Classics",,,"Medium (B, M)",,,,,,,,,,,,,,,,,,,,,,,"District Heights, Maryland, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Without box”,heels,Steve Madden,United States
771,772,828,Hanna Black Patent Leather With  Buckle Peep Toe Heels Shoes Size 7M Nice,24.4035,Hanna,Open Toe,,High (3 in. to 4.5 in.),"Medium (B, M)",,Patent Leather,,,,,,,,,,,Black Patent,,,,,,,,,,"Texarkana, Texas, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,heels,Hanna,United States
772,773,830,Yezzy Insired Sexy Trendy Clear Heels,26.4393,Qupid,Strappy,,Ultra High (4 in & Higher),,,,,,,Cotton,,Open Toe,,,,,Clear,,,,Yes,,,,,,"Elizabeth City, North Carolina, United States",,,0.0,0.0,0.0,0.0,0.0,1.0,Pre-owned,,heels,Qupid,United States
773,774,831,Mojo Pumps for comfortable blu pins,37.9146,Mojo,"Pumps, Classics",,8.0,,,,,,,Leather,,,,,,different colour,,,,,,,,,,,"Poland, Poland",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,Mojo,Poland
774,775,832,Early Spring Chloe Boots 36 23 Platform Beige Women 6.0Us,126.5589,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
775,776,833,Alfani ankle strap black with crystals open toe stilletos 8 M,15.2482,Alfani,Ankle Strap,Stiletto,High (3 in. and Up),"Medium (B, M)",,,Party,China,,,,,,,,,Black,,,,,,,,Ankle strap,,"Waynesboro, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Excellent pre-owned condition”,heels,Alfani,United States
776,777,834,Manolo Blahnik Leather Sandals Black 36.5 Rare Marnichanel Women 6.5Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chanel,Japan
777,778,835,"Dila London Women's Gold Sparky Heels, Size 7.5 M.",20.3348,Dila London,Stilettos,,Ultra High (4 in & Higher),"Medium (B, M)",,,,,,,,,,,,,Gold,,,,,,,London,,,"Slatington, Pennsylvania, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,“In excellent used condition. Worn one time for a wedding. One small blemish. Shows normal wear from use. Please see photos.”,heels,Dila London,United States
778,779,836,BCBGMAXAZRIA Ma-Dart Women's Sz 8 Cream Golden Metallic Leather Peep Toe Heels,48.8273,BCBGMAXAZRIA,"Pumps, Classics",Stiletto,Very High Heel (4 1/2 in or More),"Medium (B, M)",,Leather,Evening & Party,,,,,Peep Toe,,,,,Ivory,,,,,,Metallic,"Golden, Snake",Slip On,,"Union, Missouri, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,“EXCELLENT / Only worn a couple times.”,heels,BCBGMAXAZRIA,United States
779,780,837,Pumps on a brick post P-6719 Orange,30.9662,ButyModne,"Pumps, Classics",,8.7,,,,,,,faux suede,,,,,,multicolour,different colour,,,,,,smooth,,,,"Poland, Poland",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,ButyModne,Poland
780,781,838,Via Spiga - High Heels. All leather. Italian. 6 1/2,28.4838,Via Spiga,"Pumps, Classics",Slim,High (3 to 4 1/4),,M,Leather,Party/Cocktail,,,,,,Open Toe,2010-2019,,,Black/ Pink,,,,No,,,,,,"Little Rock, Arkansas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“very lightly used, no scratches or marks;  Lace Accent flawless; inside have practically no wear, soles shows little  wear, please see for yourself...”",heels,Via Spiga,United States
781,782,839,Olivia Burgundy Faux Suede Platform Sandals Sz 10,18.3106,Olivia,Espadrilles,Platform,Ultra High (4 in & Higher),"Medium (B, M)",,Faux Suede,Any,United States,,Suede,,,,,10,,Burgundy,,,,,,,,Lace Up,,"Gwynn Oak, Maryland, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Olivia,United States
782,783,840,Chloe Leather Knee-High Boots Orange Camel 23Cm Women 6.0Us,161.6315,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
783,784,841,EASY B EBONY NUDE ELEGANT COURT SHOE,31.8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heels,Easy B,unknown
784,785,842,Chloe Flat Shoes Pumps 36 Women 6.0Us,185.426,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chloe,Japan
785,786,843,"PROMOTIONS LATEX RUBBER  BOOTS  SIZE 5-16 HEELS-0""- PRODUCE POLAND",54.9318,Bolingier,higls heels,,,Narrow -ekstra wide,,LATEX RUBBER,,Poland,,LATEX,,,,,,,BLACK,,,,,,,,,,"Lubliniec, Poland",,36.0,0.0,0.0,0.0,0.0,0.0,0.0,New with box,,heels,Bolingier,Poland
786,787,844,1750G decollete donna bordeaux TOD'S scarpa scamosciata ,272.8871,TOD'S,casual,,,,,PELLE SCAMOSCIATA,,,,,,,,,,,bordeaux,,,,,,,,,,"Via Trento, 29 43122 Parma (PR), Italy",,,1.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,TOD'S,Italy
787,788,845,"Talbots Black Suede Scalloped Pumps - Low 1.5"" Wooden Kitten Heel Shoe Size 8M",18.3106,Talbots,Pump,,Low (1-1.9 in),,B,,,,,Suede,,,Flowers,,,,Black,,,,,,,Flower,,1.5 in,"Albany, New York, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Talbots,United States
788,789,846,X-IT Black Round Toe Glitter  Bow Top Accented Slip On Dressy Pumps Sx 6.5 B4869,17.7915,X-It,"Pumps, Classics",Slim,High (3 in. to 4.5 in.),"Medium (B, M)",,Man Made,Casual,,,,,,,,,,Black,,,,,,Solid,,Slip On,,"Willowbrook, Illinois, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,X-It,United States
789,790,849,"Steven by Steve Madden black suede pumps, high heels (3 in. and Up), size 7M",20.3464,Steve Madden,"Pumps, Classics",,High (3 in. and Up),"Medium (B, M)",,Suede,,,,,,,,,,,Black,,,,,,,,,,"Chicago, Illinois, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Steve Madden,United States
790,791,850,Miss Chloe White Pumps Women 6.0Us,137.5644,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chloe,Japan
791,792,851,Chanel 70 000 Yen Camellia Rubber Beach Sandals Women 6.0Us,224.8544,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
792,793,852,Azuree cannes shoes woman décolletage Leather Maroon Cognac Beige,119.8251,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pratovecchio Stia, Italy",,,0.0,0.0,1.0,0.0,0.0,0.0,New with box,,heels,Unbranded,Italy
793,794,853,Dansko 36 5.5-6 Sandalen Schwarz Leder Lkn EUC Absatz Riemchen 100 3027800 4806,43.2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uniontown, Ohio, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Unbranded,United States
794,795,854,Chloe Pumps Leather Women 7.0Us,94.5429,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
795,796,855,Franco sarto Purple Suede Leather Mary Jane Pumps SIZE 9m,10.5183,Franco Sarto,Mary Jane,,High (3-3.9 in),,,,,,,Suede,,,,,,,Purple,,,,,,,,,,"Cerritos, California, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Franco Sarto,United States
796,797,856,Philip Red Wedge Heels,51.4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skierniewice, Poland",,,0.0,1.0,1.0,0.0,0.0,0.0,New with box,,heels,Red,Poland
797,798,857,Chloe Enamel Pumps Green 23.5 Women 6.5Us,351.8715,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chloe,Japan
798,799,858,Chloe 36 Flat Shoes Ballet Slipper Women 6.0Us,240.8073,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
799,800,859,Chanel Flat Ballet Slipper 37C Women 6.5Us,355.0644,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
800,801,860,Chanel Sandals Cc Mark Conspicuous Design Women 7.0Us,328.0886,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
801,802,861,Price Negotiable Chanel Coco Pearl Sandals Women 7.0Us,256.7573,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
802,803,862,Chanel Wood Sole Sandals 24Cm Women 7.0Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
803,804,863,Mint Chanel Camellia Bicolor Pumps 36 Women 6.0Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
804,805,864,Vintage Chanel Sneakers 23 23.5 Cm Women 6.5Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
805,806,865,Chanel Espadrilles Total Sequins Women 6.0Us,383.4786,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
806,807,867,Steve Madden Breeze Rose Gold Size 8 pom pom shoes fashion sneakers NIB,25.4214,Steve Madden,sneakers,,Low (1-1.9 in),,,,,,,,,,Breeze,,,,Gold,,,,,,,Metal,,,"Cleburne, Texas, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New with box,,heels,Steve Madden,United States
807,808,868,Gw Limited ï¸Ž Chanel Sandals Women 6.5Us,424.0264,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chanel,Japan
808,809,869,Chloe Pumps 36 23 23.5Cm Women 6.0Us,193.2502,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
809,810,870,shoes women,30.5167,Unbranded,Ankle Strap,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Rainier, Maryland, United States",,,0.0,0.0,0.0,1.0,0.0,0.0,New without box,,heels,Unbranded,United States
810,811,871,Chanel Here Mark Back Band Pumps 36 1/2C Approximately 23.5Cm Women 6.5Us,429.5799,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
811,812,872,Chanel Ballet Slipper Flat Pumps 36 Women 6.0Us,393.0399,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
812,813,873,You Chanel Pumps Adult Cute Goods Women 6.0Us,383.4786,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
813,814,874,Easy Spirit Women's Maralyn Dress Sandal. Black. Size US 6 M,35.5946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heels,Easy Spirit,unknown
814,815,875,Alfani American Designer Party Vintage Black Heels Evening Strappy Shoes Size 8,25.5171,Alfani,Retro,,,,,,Party,,,Faux Leather,,,,,,Black,,,,,No,,,Party,,,"Templestowe Lower, VIC, Australia",,,0.0,0.0,1.0,0.0,1.0,1.0,New with box,,heels,Alfani,Austria
815,816,876,Franco Sarto Faux Snakeskin L-Rema Kitten Heels Women's Sz 6.5 burgundy wine red,14.2419,Franco Sarto,Kitten,,Mid (2-2.9 in),,M,,Casual,,,Leather,,Pointed Toe,,,,,Silver,,,,No,,Animal Print,,,,"Chevy Chase, Maryland, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Franco Sarto,United States
816,817,877,112 Miss Chloe' Chloe Leather Pumps Heel Shoes Women 6.5Us,66.2331,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
817,818,878,Ladies espadrilles Green Szm 7/8,8.1374,Ladies,Espadrille,,High (3-3.9 in),,,,,,,,,,,,,,Green,,,,,,,,,,"Douglasville, Georgia, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,heels,Ladies,Georgia
818,819,879,Chanel Harako Back Strap 36 23 Women 6.0Us,169.476,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
819,820,880,Penny Loves Kenny Shoes 9 Leopard Print Black Brown Pin Up Platform Stilettos,25.3808,Penny Loves Kenny,Platforms & Stilettos,Stiletto,Very High Heel (4 1/2 in or More),"Medium (B, M)",M,Suede,Party,China,,Fabric,,Open Toe,Animal Print,,,,"Black, Brown & Tan",,,,No,,Animal Print,"Pin Up, Rockabilly, Rocker, Party",Slip On,,"Clovis, California, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,"“Clean with little wear.  Some stickiness  & tears to right mid interior sole, possibly from label.”",heels,Penny Loves Kenny,United States
820,821,881,Sure Chanel Camelia Tong Sandals Beige 2502Ti Women 7.0Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
821,822,882,Women Sparkly Gold Glittery High Heel Formal Shoes 7,12.2061,Sparkle,Pump,,Mid (2-2.9 in),,,,Formal,,,,,Closed Toe,,,,,Gold,,,,Yes,,,Metal,,,"Naperville, Illinois, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,Pre-owned,,heels,Sparkle,United States
822,823,883,Rare Design Chanel Pumps 37 24ãŽ� Women 7.0Us,428.1357,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
823,824,884,Chanel Flat Shoes Camellia Here 23Cm Women 6.0Us,415.3786,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
824,825,885,Chanel Sandals Logo Here Mark 23 Cm Women 6.0Us,431.0038,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
825,826,886,"Steven By Steve Madden Femmes 'Grifin' Pompe Chaussure, Cuir Gris , Us 6",37.0562,,Bottines,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh, North Carolina, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New with defects,,heels,Steve Madden,United States
826,827,887,Womens ARIAT Shoes Size 8.5 MULES Clogs Wedge Straps Buckles SLIP ON #WA0153,40.1824,Ariat,Clog,,Mid (2-2.9 in),,B,,,,,,,,,,,,Brown,,,,,Buckle,,,,,"Tacoma, Washington, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Fantastic, fun Shoe!!!”",heels,Ariat,United States
827,828,888,Jessica Bennett Beaded Denim Square Peep Toe Wedge Sz 10,45.7765,Jessica Bennett,Wedge,,Ultra High (4 in & Higher),,,,,,,,,Peep Toe,,,,,Multicolor,,,,,,,,,,"Bowie, Maryland, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,"“Excellent exterior condition, minor wear inside.”",heels,Jessica Bennett,United States
828,829,889,Coco Mark Heel Chanel Approximately 23.5Cm Pumps Spring Summer Women 6.5Us,342.2986,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
829,830,890,Franco Sarto Asymmetrical Ankle Strap Sandals Wedge Size 8.5,25.4214,Franco Sarto,Sandals,Wedge,,,,,,,,,,,,,,,,,,,,,,,,,"Phoenix, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Franco Sarto,United States
830,831,891,Nwt Croft and Barrow size 11 gold cork pinup wedges,25.4301,Croft and Barrow,Platform,,Ultra High (4 in & Higher),,M,,,,,"Cork, Faux Leather",,Peep Toe,,,,,Gold,,,,No,,,,,,"Ogden, Utah, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New without box,,heels,Croft and Barrow,United States
831,832,892,Women's Maurices Heel Booties Black sparkle size 10*,25.4214,Maurices,Booties,,,,,,,,,,,,,,,,Black,,,,,,,,,,"Valrico, Florida, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,“Great condition”,heels,Maurices,United States
832,833,893,Finally Chanel Rare High Cut Sneakers Women 7.0Us,431.0241,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
833,834,894,J41 Grand Black Leather Suede Mary Jane Pumps Size 6.5,34.5883,J41,Mary Jane,,High (3-3.9 in),,,,,,,,,,,,,,Black,,,,,,,,,,"Missoula, Montana, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Excellent”,heels,J41,United States
834,835,895,Chanel Spring Bicolor Ballerina Pumps 37 23.5 24 Women 6.5Us,407.2499,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
835,836,896,Franco Sarto Black Patent Leather/Mesh Open Toe Platform Sandals Size 8M,35.554,Franco Sarto,Open Toe,Slim,High (3 in. to 4.5 in.),"Medium (B, M)",,Leathet/Mesh Fabric,Any,,,,,,,,,,Black,,,,,,,,Buckle/Ankle Strap,,"Scottsdale, Arizona, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Franco Sarto,United States
836,837,897,Chanel Here Mark Pumps Shoes Women 6.0Us,97.7271,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
837,838,898,Gw Limited Chanel Pink Cork Wedge Sole ï¸Ž Women 7.0Us,424.0264,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
838,839,899,Ron Harman Purchase 2018Aw Chloe Short Boots 39.5 Women 7.5Us,351.8715,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
839,840,900,Chanel Side Gore Here Mark Knee-High Boots 37 Women 7.0Us,351.8715,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
840,841,901,With Box Chanel Here Mark Python Sandals 24Cm Women 7.0Us,304.3144,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
841,842,902,Chloe Leather Knee-High Boots Brown 36 Size Women 6.0Us,69.4289,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
842,843,903,Chloe Pumps 24 Women 7.0Us,82.186,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
843,844,904,Sandals / Miss Chloe Women 6.0Us,82.186,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
844,845,905,"Shoedazzle Deidre Black Size 7.5 Shoes, New",30.508,ShoeDazzle,Strappy,,Ultra High (4 in & Higher),,,,,,,,,,,,7.5,,Black,,,,,,,,,,"Merchantville, New Jersey, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,New with box,,heels,ShoeDazzle,United States
845,846,906,Miss KG ankle strap tall heels with platform - gold - size EU 38 / US 7.5,29.5017,Miss KG,High Heel,Platform,Ultra High (4 in & Higher),,,,Party/Cocktail,,,,,,,,7.5,,Gold,,,,,,Metallic,,,,"Boston, Massachusetts, United States",,,0.0,0.0,0.0,1.0,0.0,1.0,Pre-owned,,heels,Miss KG,United States
846,847,907,Chanel Rain Shoes Gardening Women 6.0Us,145.6931,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,New with box,,heels,Chanel,Japan
847,848,908,Style & Co Designer Vintage Look Sultry Red Snake Print Heel Shoes Size 8.5 39,16.9911,Style & Co,Strappy,,,,,,Party/Cocktail,,,Man Made Materials,,,,,,Red,,,,,,,Solid,"Boho, Fun",,,"Templestowe Lower, VIC, Australia",,,0.0,0.0,1.0,0.0,1.0,1.0,New with box,,heels,Style & Co,Austria
848,849,909,Italian Shoemakers Lorel 2 Band Slide Sandal,24.302,Italian Shoemakers,,,Med (1 3/4 in. to 2 3/4 in.),,,,,,,Textile,,,,,,,,,,,,,,,,,"St. Petersburg, FL, United States",,,0.0,0.0,0.0,1.0,1.0,0.0,New with box,,heels,Italian Shoemakers,United States
849,850,910,Women's Unlisted black heel Size 8.5,20.3348,Unlisted,Heel,,Flat (Under 1 in),,,,,,,,,,,,,,Black,,,,,,,,,,"Sioux City, Iowa, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,heels,Unlisted,United States
850,851,911,Miss Chloe Black Pumps Women 6.0Us,71.1689,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
851,852,912,Ladies Elmdale Black/Patent Leather Slip On Court Shoes AMANDA E Fit,12.7397,ELMDALE,Court Shoes,Slim,Med (1 3/4 to 2 3/4 in),,,,,,,Does not apply,,,,,,Does not apply,,,TEXTILE/SYNTHETIC,SYNTHETIC,,,1.75 INCHES,,Slip On,,"Portsmouth, Hampshire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,heels,ELMDALE,United Kingdom
852,853,913,Women's Clarks Shoes Size 7 Artisan Mules Slides Black Leather Buckle #WA0157,23.3972,Clarks,Mules Slides,Wedge,Med (1 3/4 to 2 3/4 in),"Medium (B, M)",M,,"Dress, Party or Casual",,Leather,Leather,,Round Toe,Artisan,,,,Black,,,,,,Solid,,Slip On,,"Tacoma, Washington, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“""Gently Used and in Good Condition""!!!”",heels,Clarks,United States
853,854,914,Chanel Sandals 37 24Cm Yellow Women 7.0Us,320.2644,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
854,855,915,Chanel Camelia Tweed Flip Flops 38 Women 7.0Us,320.2644,Chanel,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chanel,Japan
855,856,916,Harako Chunky Heel Fratelli Rossetti Women 6.5Us,98.1447,Chloe,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,"Japan, Japan",,,0.0,0.0,0.0,0.0,1.0,0.0,Pre-owned,,heels,Chloe,Japan
856,857,917,Fabulicious LIP-101 Women's Sexy Clear Black Heel Platform Slide Slip On Sandals,45.7272,Fabulicious,Platform,,Ultra High (4 in & Higher),"Medium (B, M)",,,"Casual, Clubwear",,,Synthetic,,Open Toe,LIP101/C/B,,,,Clear/Black,,,,,,Solid,,,,"Brea, California, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,New with box,,heels,Fabulicious,United States
857,858,918,Gianni Bini Black Leather Spiked Studded Open Toe Platform Heels Size 8.5 M  306,10.1616,Gianni Bini,Open Toe,Slim,High (3 in. to 4.5 in.),"Medium (B, M)",M,Leather Upper,Casual,,,,,Open Toe,,,,,Black,,,,No,,,,strap,,"Lebanon, Tennessee, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Very nice pre-owned condition..”,heels,Gianni Bini,Lebanon
858,859,919,Banana Republic Purple Skinny Strap Heels Size 9.5 NWOB,45.7765,Banana Republic,Strappy,,High (3-3.9 in),,,,,,,,,,,,,,Purple,,,,,,,,,,"Phoenix, Arizona, United States",,,0.0,1.0,0.0,0.0,0.0,0.0,New without box,,heels,Banana Republic,United States
